benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
nussinov,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_nussinov,36,0.6331999910001489,106.76004601776225,34,199,36,1607,1750,208,1958,60,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
nussinov,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_nussinov,36,0.39251199500004397,104.08547993810423,34,202,45,1766,1853,210,2063,64,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
nussinov,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_nussinov,30,0.39251199500004397,104.08547993810423,29,150,17,1205,1273,177,1450,43,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
nussinov,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_nussinov,36,0.6331999910001489,106.76004601776225,34,199,36,1607,1750,208,1958,60,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
nussinov,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_nussinov,36,0.39251199500004397,104.08547993810423,34,202,45,1766,1853,210,2063,64,0,nussinov_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
nussinov,SMALL,10,LSS,1.0,O0,none,kernel_nussinov,28,0.6331999940000888,106.76004605195469,40,149,13,1445,1507,308,1815,52,0,nussinov_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
nussinov,SMALL,10,LSS,1.0,O2,none,kernel_nussinov,32,0.6331999910001205,106.76004601776194,45,199,24,1878,2018,342,2360,69,0,nussinov_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
nussinov,SMALL,10,LSS,1.0,O3,none,kernel_nussinov,33,0.6331999910001205,106.76004601776194,46,202,31,1942,2121,342,2463,71,0,nussinov_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
nussinov,SMALL,10,LSS,1.75,O0,none,kernel_nussinov,28,0.6331999940000888,106.76004605195469,40,149,13,1445,1507,308,1815,52,0,nussinov_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
nussinov,SMALL,10,LSS,1.75,O2,none,kernel_nussinov,32,0.6331999910001205,106.76004601776194,45,199,24,1878,2018,342,2360,69,0,nussinov_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
nussinov,SMALL,10,LSS,1.75,O3,none,kernel_nussinov,33,0.6331999910001205,106.76004601776194,46,202,31,1942,2121,342,2463,71,0,nussinov_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
nussinov,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_nussinov,30,2.358911993000058,79.107114786817,29,149,8,1205,1239,177,1416,43,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
nussinov,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_nussinov,35,3.3755999910002377,86.02594535853781,33,199,10,1574,1750,208,1958,58,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
nussinov,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_nussinov,35,2.358911993000058,79.107114786817,33,202,10,1702,1853,210,2063,62,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
nussinov,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_nussinov,30,2.358911993000058,79.107114786817,29,149,8,1205,1239,177,1416,43,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
nussinov,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_nussinov,35,3.3755999910002377,86.02594535853781,33,199,10,1574,1750,208,1958,58,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
nussinov,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_nussinov,35,2.358911993000058,79.107114786817,33,202,10,1702,1853,210,2063,62,0,nussinov_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
nussinov,SMALL,15,LSS,1.0,O0,none,kernel_nussinov,26,1.9989999940002097,76.91716018294848,37,149,1,1381,1507,311,1818,50,0,nussinov_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
nussinov,SMALL,15,LSS,1.0,O2,none,kernel_nussinov,31,1.9989999940002097,76.91716018294848,43,199,0,1782,2018,277,2295,66,0,nussinov_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
nussinov,SMALL,15,LSS,1.0,O3,none,kernel_nussinov,32,1.9989999940002097,76.91716018294848,44,202,0,1814,2121,311,2432,67,0,nussinov_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
nussinov,SMALL,15,LSS,1.75,O0,none,kernel_nussinov,26,1.9989999940002097,76.91716018294848,37,149,1,1381,1507,311,1818,50,0,nussinov_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
nussinov,SMALL,15,LSS,1.75,O2,none,kernel_nussinov,31,1.9989999940002097,76.91716018294848,43,199,0,1782,2018,277,2295,66,0,nussinov_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
nussinov,SMALL,15,LSS,1.75,O3,none,kernel_nussinov,32,1.9989999940002097,76.91716018294848,44,202,0,1814,2121,311,2432,67,0,nussinov_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,57,136,9,1427,5100,239,5339,47,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_seidel_2d,55,8.881784197001252,100.00000000000009,55,113,16,1145,4813,239,5052,28,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_seidel_2d,54,8.881784197001252,100.00000000000009,54,108,16,1112,4817,239,5056,26,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,57,136,9,1427,5100,239,5339,47,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_seidel_2d,55,8.881784197001252,100.00000000000009,55,113,16,1145,4813,239,5052,28,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_seidel_2d,54,8.881784197001252,100.00000000000009,54,108,16,1112,4817,239,5056,26,0,seidel-2d_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
seidel-2d,MEDIUM,10,LSS,1.0,O0,none,kernel_seidel_2d,58,8.881784197001252,100.00000000000009,63,136,8,1459,5368,243,5611,48,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
seidel-2d,MEDIUM,10,LSS,1.0,O2,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,62,113,5,1209,5081,245,5326,30,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
seidel-2d,MEDIUM,10,LSS,1.0,O3,none,kernel_seidel_2d,56,8.881784197001252,100.00000000000009,61,108,5,1176,5085,245,5330,28,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
seidel-2d,MEDIUM,10,LSS,1.75,O0,none,kernel_seidel_2d,58,8.881784197001252,100.00000000000009,63,136,8,1459,5368,243,5611,48,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
seidel-2d,MEDIUM,10,LSS,1.75,O2,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,62,113,5,1209,5081,245,5326,30,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
seidel-2d,MEDIUM,10,LSS,1.75,O3,none,kernel_seidel_2d,56,8.881784197001252,100.00000000000009,61,108,5,1176,5085,245,5330,28,0,seidel-2d_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_seidel_2d,47,8.881784197001252,66.6666666666667,47,136,0,1363,5100,239,5339,45,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_seidel_2d,46,8.881784197001252,66.6666666666667,46,113,0,1145,4813,239,5052,28,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_seidel_2d,45,8.881784197001252,66.6666666666667,45,108,0,1112,4817,239,5056,26,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_seidel_2d,47,8.881784197001252,66.6666666666667,47,136,0,1363,5100,239,5339,45,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_seidel_2d,46,8.881784197001252,66.6666666666667,46,113,0,1145,4813,239,5052,28,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_seidel_2d,45,8.881784197001252,66.6666666666667,45,108,0,1112,4817,239,5056,26,0,seidel-2d_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
seidel-2d,MEDIUM,15,LSS,1.0,O0,none,kernel_seidel_2d,50,8.881784197001252,66.6666666666667,55,136,0,1459,5368,243,5611,48,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
seidel-2d,MEDIUM,15,LSS,1.0,O2,none,kernel_seidel_2d,49,8.881784197001252,66.6666666666667,54,113,0,1209,5081,245,5326,30,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
seidel-2d,MEDIUM,15,LSS,1.0,O3,none,kernel_seidel_2d,48,8.881784197001252,66.6666666666667,53,108,0,1176,5085,245,5330,28,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
seidel-2d,MEDIUM,15,LSS,1.75,O0,none,kernel_seidel_2d,50,8.881784197001252,66.6666666666667,55,136,0,1459,5368,243,5611,48,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
seidel-2d,MEDIUM,15,LSS,1.75,O2,none,kernel_seidel_2d,49,8.881784197001252,66.6666666666667,54,113,0,1209,5081,245,5326,30,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
seidel-2d,MEDIUM,15,LSS,1.75,O3,none,kernel_seidel_2d,48,8.881784197001252,66.6666666666667,53,108,0,1176,5085,245,5330,28,0,seidel-2d_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_seidel_2d,55,8.881784197001252,100.00000000000009,55,88,8,1315,4928,239,5167,35,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_seidel_2d,54,8.881784197001252,100.00000000000009,54,77,10,1146,4684,239,4923,28,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_seidel_2d,53,8.881784197001252,100.00000000000009,53,72,10,1113,4688,239,4927,26,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_seidel_2d,55,8.881784197001252,100.00000000000009,55,88,8,1315,4928,239,5167,35,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_seidel_2d,54,8.881784197001252,100.00000000000009,54,77,10,1146,4684,239,4923,28,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
seidel-2d,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_seidel_2d,53,8.881784197001252,100.00000000000009,53,72,10,1113,4688,239,4927,26,0,seidel-2d_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
seidel-2d,SMALL,10,LSS,1.0,O0,none,kernel_seidel_2d,58,8.881784197001252,100.00000000000009,63,88,0,1411,5196,243,5439,38,0,seidel-2d_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
seidel-2d,SMALL,10,LSS,1.0,O2,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,62,77,0,1210,4952,245,5197,30,0,seidel-2d_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
seidel-2d,SMALL,10,LSS,1.0,O3,none,kernel_seidel_2d,56,8.881784197001252,100.00000000000009,61,72,0,1177,4956,245,5201,28,0,seidel-2d_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
seidel-2d,SMALL,10,LSS,1.75,O0,none,kernel_seidel_2d,58,8.881784197001252,100.00000000000009,63,88,0,1411,5196,243,5439,38,0,seidel-2d_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
seidel-2d,SMALL,10,LSS,1.75,O2,none,kernel_seidel_2d,57,8.881784197001252,100.00000000000009,62,77,0,1210,4952,245,5197,30,0,seidel-2d_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
seidel-2d,SMALL,10,LSS,1.75,O3,none,kernel_seidel_2d,56,8.881784197001252,100.00000000000009,61,72,0,1177,4956,245,5201,28,0,seidel-2d_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_seidel_2d,47,8.881784197001252,66.6666666666667,47,88,0,1315,4928,239,5167,35,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_seidel_2d,46,8.881784197001252,66.6666666666667,46,77,0,1146,4684,239,4923,28,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_seidel_2d,45,8.881784197001252,66.6666666666667,45,72,0,1113,4688,239,4927,26,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_seidel_2d,47,8.881784197001252,66.6666666666667,47,88,0,1315,4928,239,5167,35,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_seidel_2d,46,8.881784197001252,66.6666666666667,46,77,0,1146,4684,239,4923,28,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
seidel-2d,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_seidel_2d,45,8.881784197001252,66.6666666666667,45,72,0,1113,4688,239,4927,26,0,seidel-2d_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
seidel-2d,SMALL,15,LSS,1.0,O0,none,kernel_seidel_2d,50,8.881784197001252,66.6666666666667,55,88,0,1411,5196,243,5439,38,0,seidel-2d_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
seidel-2d,SMALL,15,LSS,1.0,O2,none,kernel_seidel_2d,49,8.881784197001252,66.6666666666667,54,77,0,1210,4952,245,5197,30,0,seidel-2d_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
seidel-2d,SMALL,15,LSS,1.0,O3,none,kernel_seidel_2d,48,8.881784197001252,66.6666666666667,53,72,0,1177,4956,245,5201,28,0,seidel-2d_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
seidel-2d,SMALL,15,LSS,1.75,O0,none,kernel_seidel_2d,50,8.881784197001252,66.6666666666667,55,88,0,1411,5196,243,5439,38,0,seidel-2d_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
seidel-2d,SMALL,15,LSS,1.75,O2,none,kernel_seidel_2d,49,8.881784197001252,66.6666666666667,54,77,0,1210,4952,245,5197,30,0,seidel-2d_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
seidel-2d,SMALL,15,LSS,1.75,O3,none,kernel_seidel_2d,48,8.881784197001252,66.6666666666667,53,72,0,1177,4956,245,5201,28,0,seidel-2d_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
symm,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_symm,70,0.03639999699999841,100.3653297702541,68,157,1,1333,5728,246,5974,35,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
symm,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_symm,70,0.03639999699999841,100.3653297702541,68,157,1,1333,5728,246,5974,35,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
symm,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_symm,159,0.03639999699999841,100.3653297702541,157,204,19,1443,6005,345,6350,40,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
symm,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_symm,84,0.017066660666680278,100.17095837552512,82,157,1,1333,5728,246,5974,35,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
symm,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_symm,84,0.017066660666680278,100.17095837552512,82,157,1,1333,5728,246,5974,35,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
symm,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_symm,193,0.017066660666680278,100.17095837552512,191,204,19,1443,6005,345,6350,40,0,symm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
symm,MEDIUM,10,LSS,1.0,O0,none,kernel_symm,72,0.03639999699999841,100.3653297702541,77,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
symm,MEDIUM,10,LSS,1.0,O2,none,kernel_symm,72,0.03639999699999841,100.3653297702541,77,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
symm,MEDIUM,10,LSS,1.0,O3,none,kernel_symm,161,0.03639999699999841,100.3653297702541,174,204,9,1507,6273,379,6652,42,0,symm_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
symm,MEDIUM,10,LSS,1.75,O0,none,kernel_symm,86,0.017066660666680278,100.17095837552512,91,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
symm,MEDIUM,10,LSS,1.75,O2,none,kernel_symm,86,0.017066660666680278,100.17095837552512,91,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
symm,MEDIUM,10,LSS,1.75,O3,none,kernel_symm,195,0.017066660666680278,100.17095837552512,208,204,9,1507,6273,379,6652,42,0,symm_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
symm,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,157,0,1333,5728,246,5974,35,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
symm,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,157,0,1333,5728,246,5974,35,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
symm,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_symm,115,0.049472642666623656,66.887272676003,113,204,0,1443,6005,345,6350,40,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
symm,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,157,0,1333,5728,246,5974,35,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
symm,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,157,0,1333,5728,246,5974,35,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
symm,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_symm,115,0.049472642666623656,66.887272676003,113,204,0,1443,6005,345,6350,40,0,symm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
symm,MEDIUM,15,LSS,1.0,O0,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
symm,MEDIUM,15,LSS,1.0,O2,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
symm,MEDIUM,15,LSS,1.0,O3,none,kernel_symm,117,0.049472642666623656,66.887272676003,130,204,0,1507,6273,379,6652,42,0,symm_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
symm,MEDIUM,15,LSS,1.75,O0,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
symm,MEDIUM,15,LSS,1.75,O2,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,157,0,1333,5996,246,6242,35,0,symm_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
symm,MEDIUM,15,LSS,1.75,O3,none,kernel_symm,117,0.049472642666623656,66.887272676003,130,204,0,1507,6273,379,6652,42,0,symm_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
symm,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_symm,70,0.03639999699999841,100.3653297702541,68,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
symm,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_symm,70,0.03639999699999841,100.3653297702541,68,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
symm,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_symm,159,0.03639999699999841,100.3653297702541,157,202,7,1443,5970,345,6315,40,0,symm_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
symm,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_symm,84,0.017066660666680278,100.17095837552512,82,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
symm,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_symm,84,0.017066660666680278,100.17095837552512,82,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
symm,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_symm,193,0.017066660666680278,100.17095837552512,191,202,7,1443,5970,345,6315,40,0,symm_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
symm,SMALL,10,LSS,1.0,O0,none,kernel_symm,72,0.03639999699999841,100.3653297702541,77,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
symm,SMALL,10,LSS,1.0,O2,none,kernel_symm,72,0.03639999699999841,100.3653297702541,77,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
symm,SMALL,10,LSS,1.0,O3,none,kernel_symm,161,0.03639999699999841,100.3653297702541,174,202,0,1507,6238,379,6617,42,0,symm_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
symm,SMALL,10,LSS,1.75,O0,none,kernel_symm,86,0.017066660666680278,100.17095837552512,91,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
symm,SMALL,10,LSS,1.75,O2,none,kernel_symm,86,0.017066660666680278,100.17095837552512,91,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
symm,SMALL,10,LSS,1.75,O3,none,kernel_symm,195,0.017066660666680278,100.17095837552512,208,202,0,1507,6238,379,6617,42,0,symm_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
symm,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
symm,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
symm,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_symm,115,0.049472642666623656,66.887272676003,113,202,0,1443,5970,345,6315,40,0,symm_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
symm,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
symm,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_symm,52,0.049472642666623656,66.887272676003,50,155,0,1316,5693,246,5939,33,0,symm_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
symm,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_symm,115,0.049472642666623656,66.887272676003,113,202,0,1443,5970,345,6315,40,0,symm_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
symm,SMALL,15,LSS,1.0,O0,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
symm,SMALL,15,LSS,1.0,O2,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
symm,SMALL,15,LSS,1.0,O3,none,kernel_symm,117,0.049472642666623656,66.887272676003,130,202,0,1507,6238,379,6617,42,0,symm_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
symm,SMALL,15,LSS,1.75,O0,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
symm,SMALL,15,LSS,1.75,O2,none,kernel_symm,54,0.049472642666623656,66.887272676003,59,155,0,1316,5961,246,6207,33,0,symm_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
symm,SMALL,15,LSS,1.75,O3,none,kernel_symm,117,0.049472642666623656,66.887272676003,130,202,0,1507,6238,379,6617,42,0,symm_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
syr2k,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_syr2k,51,0.03639999699999841,100.3653297702541,49,170,19,1205,5818,246,6064,33,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
syr2k,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_syr2k,77,0.03639999699999841,100.3653297702541,75,248,17,1527,6057,345,6402,46,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
